SubjectIdentifierNumber,StudyProtocolName,AnimalInjuryGroupAssignTyp,InjModelTyp,InjModelDevManufName,PendulumHeight,PressurePulseLength,AnimalSpeciesTyp,AnimalSexTyp,AnimalStrainGeneModTyp,AnimalAgeVal,MWMTestDaysNum,MWMTrialPerDayNum,MWMLatencyVal,PlatformFound
1053,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,3,10.2,1
1053,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,1,45.4,1
1053,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,4,6.6,1
1053,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,2,23.6,1
1053,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,3,26.4,1
1054,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,1,120,0
1054,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,4,120,0
1054,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,2,120,0
1054,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,3,54.1,1
1054,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,1,23.6,1
1054,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,4,32.1,1
1054,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,2,18.5,1
1054,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,3,15.9,1
1054,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,1,17.4,1
1054,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,4,13.7,1
1054,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,2,53.5,1
1054,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,3,17.5,1
1056,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,1,120,0
1056,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,4,64.3,1
1056,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,2,120,0
1056,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,3,78.5,1
1056,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,1,26.8,1
1056,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,4,20.9,1
1056,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,2,66.2,1
1056,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,3,31.7,1
1056,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,1,120,0
1056,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,4,17.8,1
1056,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,2,14.8,1
1056,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,3,8.3,1
1057,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,1,120,0
1057,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,4,67.2,1
1057,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,2,119,1
1057,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,3,69.6,1
1057,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,1,120,0
1057,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,4,33,1
1057,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,2,27.9,1
1057,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,3,57.8,1
1057,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,1,66.9,1
1057,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,4,45.3,1
1057,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,2,73.5,1
1057,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,3,45.2,1
1058,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,1,120,0
1058,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,4,48.1,1
1058,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,2,10.5,1
1058,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,3,120,0
1058,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,1,120,0
1058,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,4,120,0
1058,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,2,31.4,1
1058,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,3,93.8,1
1058,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,1,12.3,1
1058,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,4,27.9,1
1058,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,2,60.2,1
1058,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,3,12.9,1
1059,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,1,2.2,1
1059,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,4,19.1,1
1059,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,2,21.1,1
1059,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,3,84.3,1
1059,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,1,28,1
1059,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,4,8.1,1
1059,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,2,29,1
1059,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,3,20.6,1
1059,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,1,41.8,1
1059,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,4,32.9,1
1059,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,2,7.4,1
1059,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,3,55.2,1
1060,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,1,120,0
1060,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,4,120,0
1060,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,2,120,0
1060,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,3,39.4,1
1060,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,1,120,0
1060,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,4,3,1
1060,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,2,120,0
1060,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,3,120,0
1060,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,1,96.8,1
1060,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,4,2.2,1
1060,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,2,12.8,1
1060,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,3,70.2,1
1090,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,1,120,0
1090,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,4,120,0
1090,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,2,62.6,1
1090,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,3,10.2,1
1090,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,1,8.9,1
1090,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,4,8.7,1
1090,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,2,120,0
1090,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,3,17.8,1
1090,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,1,39,1
1090,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,4,23.1,1
1090,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,2,37.2,1
1090,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,3,29.8,1
1091,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,1,120,0
1091,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,4,34.6,1
1091,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,2,89.9,1
1091,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,3,69.9,1
1091,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,1,120,0
1091,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,4,120,0
1091,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,2,120,0
1091,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,3,99.5,1
1091,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,1,39.7,1
1091,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,4,13.7,1
1091,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,2,63.6,1
1091,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,3,68.6,1
1117,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,1,120,0
1117,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,4,50.3,1
1117,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,2,109.4,1
1117,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,3,59.7,1
1117,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,1,120,0
1117,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,4,8.2,1
1117,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,2,39.6,1
1117,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,3,17.9,1
1117,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,1,42,1
1117,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,4,25.2,1
1117,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,2,47.1,1
1117,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,3,96.7,1
1118,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,1,120,0
1118,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,4,51.1,1
1118,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,2,33.5,1
1118,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,3,45.5,1
1118,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,1,59.8,1
1118,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,4,34.5,1
1118,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,2,11.5,1
1118,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,3,7.4,1
1118,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,1,43.8,1
1118,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,4,27,1
1118,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,2,30.9,1
1118,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,3,43.8,1
1119,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,1,28.7,1
1119,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,4,22.6,1
1119,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,2,117.7,1
1119,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,3,107.4,1
1119,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,1,25.5,1
1119,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,4,10.2,1
1119,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,2,25.3,1
1119,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,3,23,1
1119,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,1,12.5,1
1119,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,4,12.8,1
1119,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,2,20.1,1
1119,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,3,12.4,1
1120,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,1,120,0
1120,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,4,120,0
1120,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,2,71.8,1
1120,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,3,114.3,1
1120,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,1,30.1,1
1120,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,4,120,0
1120,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,2,3.4,1
1120,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,3,91.6,1
1120,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,1,61.5,1
1120,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,4,78,1
1120,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,2,120,0
1120,Experiment3,TBI,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,3,9.7,1
1127,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,1,120,0
1127,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,4,59.5,1
1127,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,2,120,0
1127,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,1,3,30.5,1
1127,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,1,11.2,1
1127,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,4,6.8,1
1127,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,2,120,0
1127,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,2,3,33.5,1
1127,Experiment3,Sham,fluid percussion injury model,"Custom Design and Fabrication, Virginia Commonwealth University, VA",15.5,25,Rat,Male,Sprague-Dawley,3 months,3,1,5.9,1
